gene	sim_score
DPP6	1.4742
LIMS2	1.4721
HAMP	1.4721
BRCC3	1.4721
PLCG2	1.4716
SNUPN	1.4712
SPINK5	1.4705
NLRC4	1.468
VWF	1.4679
ROBO4	1.4679
CTBP1	1.4656
GNAO1	1.4656
NEUROD2	1.4656
RPL10	1.4656
SATB1	1.4656
PIGP	1.4656
SLC25A22	1.4656
PKDCC	1.4636
USP9X	1.4632
MT-TE	1.4616
PI4KA	1.4611
SATB2	1.4611
TCTN3	1.4611
HYLS1	1.4611
NDUFS1	1.4571
NDUFV1	1.4571
LIAS	1.4571
EXT1	1.4556
RANBP2	1.4529
MINPP1	1.4521
KCTD1	1.4503
CNTNAP2	1.4493
ZMYM2	1.4489
UBR7	1.4489
SIK1	1.4478
STAMBP	1.4458
NDUFA1	1.4451
NUBPL	1.4451
MICOS13	1.4451
DOCK7	1.4419
MICU1	1.4417
SPEN	1.4417
KIF5A	1.4415
POU2AF1	1.4407
SPIB	1.4407
TNFSF15	1.4407
MMEL1	1.4407
LYN	1.4404
SLC26A2	1.4401
PTH1R	1.4401
PIGY	1.4401
STK11	1.4394
PTPN6	1.4394
IDS	1.4375
SP110	1.4375
RBPJ	1.4375
PBX1	1.4375
POR	1.4375
PRIM1	1.4375
PSMB9	1.4375
AGGF1	1.4375
DOCK6	1.4375
MYMK	1.4375
IKBKG	1.4373
SLC30A9	1.4373
DGUOK	1.4351
ESR1	1.4347
COL11A1	1.4335
ELP1	1.4324
DNAJB4	1.4303
MRPL3	1.4303
TRPV6	1.4254
GCH1	1.4246
IMPDH2	1.4246
CYP7B1	1.4246
INS	1.4238
PDX1	1.4238
APP	1.4235
ACVRL1	1.4226
ACADS	1.4212
RBMX	1.4191
COL4A1	1.415
MT-ND4L	1.415
RNF2	1.4128
NDUFB7	1.4088
FTO	1.4088
CLN3	1.4084
HSD17B10	1.4084
ATAD3A	1.4084
LAMA5	1.4082
CIITA	1.408
DDX6	1.4076
PRDM13	1.4071
RFX7	1.4071
CANT1	1.4071
C12orf57	1.4058
H4C3	1.4053
PDE11A	1.4053
MBTPS2	1.4053
LMBRD1	1.4053
USP8	1.4051
NDUFS3	1.4031
NDUFAF3	1.4031
NDUFAF4	1.4031
TIMMDC1	1.4031
NDUFAF5	1.4031
NDUFS7	1.4031
NDUFS6	1.4016
SOX5	1.3999
GP1BA	1.3953
SLC6A8	1.3948
RPS26	1.3924
RPS28	1.3924
EFTUD2	1.3924
DYNC2LI1	1.3924
UBE3B	1.3924
PURA	1.392
PRDX1	1.3904
LIPT1	1.3904
VPS33B	1.3904
VIPAS39	1.3904
ADORA2A	1.39
ACY1	1.389
RSPH9	1.3878
RSPH4A	1.3878
GIMAP5	1.3868
TFR2	1.3868
BLK	1.3826
ETS1	1.3826
IGHG1	1.3826
ITGAM	1.3826
TNFAIP3	1.3826
UBE2L3	1.3826
TNIP1	1.3826
PXK	1.3826
BANK1	1.3826
JAZF1	1.3826
OTC	1.3817
ADA	1.3812
MT-TT	1.3805
CTNS	1.3797
TNFRSF11B	1.3797
CLDN16	1.3797
MTMR14	1.3789
CRPPA	1.3789
DUOX2	1.3766
KCNJ10	1.376
ABCD3	1.376
NFU1	1.376
PPM1D	1.3749
YARS1	1.3749
SMG8	1.3749
ARID1B	1.3749
WDR26	1.3749
TNNT1	1.3743
RUNX1	1.3729
CYP17A1	1.3729
FANCA	1.3709
FANCD2	1.3709
FANCE	1.3709
FANCF	1.3709
FANCG	1.3709
RAD51C	1.3709
XRCC2	1.3709
MAD2L2	1.3709
UBE2T	1.3709
FANCL	1.3709
RFWD3	1.3709
MRPS22	1.3709
FANCM	1.3709
BRIP1	1.3709
SLX4	1.3709
CFAP410	1.3709
CAMK2A	1.3705
ATN1	1.3705
PSMC1	1.3705
OTUD6B	1.3705
IGFBP7	1.3703
LCK	1.3698
PLVAP	1.3698
DNAL4	1.3684
TINF2	1.368
SCN11A	1.366
KDM1A	1.3656
GRM7	1.3651
ARSL	1.3637
SYT1	1.3633
TMEM231	1.3633
TMEM107	1.3633
SNAP29	1.3631
CTC1	1.3631
SNCA	1.3623
SRP54	1.3595
DNAJC21	1.3595
SACS	1.3578
ATP6AP1	1.3573
IFT81	1.3569
KIF11	1.3556
PROKR2	1.3554
RHCE	1.3535
DCAF17	1.3528
PIGG	1.3528
WARS2	1.3483
NDUFA10	1.3476
NDUFB3	1.3476
NDUFB9	1.3476
NDUFV2	1.3476
NFS1	1.3476
VARS2	1.3476
NDUFAF8	1.3476
PIK3CD	1.3455
MYC	1.3442
SF3B1	1.3442
IL36RN	1.3442
CYSLTR2	1.3442
AP1S3	1.3442
SGCB	1.3438
VPS13A	1.3438
TBX6	1.3427
DLL3	1.3427
NLRP3	1.3427
MESP2	1.3427
OXCT1	1.3415
COX14	1.3408
GDF2	1.3399
WDR19	1.3399
DOCK8	1.3399
CHD6	1.3399
MTRR	1.3395
RMND1	1.3385
ALG1	1.3385
POMK	1.3385
MADD	1.335
F2	1.333
F13A1	1.333
SLC12A2	1.3329
TUBG1	1.3329
NSD2	1.3329
PIGQ	1.3329
APC2	1.3329
PNKP	1.3329
DMXL2	1.3329
PHGDH	1.3329
NSD1	1.3329
TRIM8	1.3329
NIPA2	1.3329
ERBB2	1.329
FOXA2	1.3271
TBX19	1.3271
KIF23	1.3271
LRIG2	1.3271
RACGAP1	1.3271
BNC2	1.3271
HPSE2	1.3271
ARMC5	1.3271
ATP7B	1.3271
TDP2	1.3212
SHMT2	1.3177
FRMD5	1.3158
ZMYM3	1.313
DCC	1.3128
CTSH	1.311
HCRT	1.311
MOG	1.311
P2RY11	1.311
ZNF365	1.311
CAT	1.3105
TONSL	1.3105
TRPS1	1.3105
GALE	1.3102
BICRA	1.3102
CLCN2	1.3099
DHPS	1.3099
POU3F4	1.3099
NAA60	1.3099
CMPK2	1.3099
SNORD118	1.3099
FLNB	1.3097
GLI3	1.3097
MID1	1.3097
PLAGL1	1.3097
SNRPB	1.3097
SF3B4	1.3097
TRAIP	1.3097
NUP188	1.3097
CCDC174	1.3097
HYMAI	1.3097
ODAD3	1.3097
CCBE1	1.3097
HIVEP2	1.3092
CIC	1.3092
KICS2	1.3092
MYOCD	1.3087
CASP10	1.3077
EFEMP1	1.3077
SAMD9	1.3077
USP48	1.3077
CENPE	1.3063
ALG3	1.3063
RNU12	1.305
SYK	1.3037
DYNC2I1	1.3028
SNRPN	1.3013
CSPP1	1.3013
ARPC1B	1.3008
RNF6	1.3003
DLEC1	1.3003
KCNK3	1.2995
TOR1AIP1	1.2995
MCCC1	1.2993
DDC	1.2973
MAPT	1.2944
SERPINA6	1.2916
PIK3R1	1.2901
UNC45B	1.2901
MYF6	1.2882
ORAI1	1.2882
AHCY	1.2831
GUSB	1.2831
TGFBI	1.2827
ARCN1	1.2798
CDK8	1.2798
CHD4	1.2798
CHMP1A	1.2798
KDM5A	1.2798
TPR	1.2798
MED23	1.2798
PACS2	1.2798
NAA20	1.2798
PACS1	1.2798
SHANK3	1.2798
CHRM3	1.2775
CUX1	1.2775
EVC	1.2775
GLI1	1.2775
IGBP1	1.2775
MEIS2	1.2775
NDUFC2	1.2775
POLA1	1.2775
PRKACB	1.2775
RAC1	1.2775
RARB	1.2775
DPF2	1.2775
RPS15A	1.2775
SMARCC2	1.2775
SMARCD1	1.2775
SOX4	1.2775
SOX11	1.2775
UMPS	1.2775
DGCR6	1.2775
ESS2	1.2775
ARID1A	1.2775
FADD	1.2775
NAE1	1.2775
TMEM94	1.2775
DGCR2	1.2775
GPC6	1.2775
HNRNPR	1.2775
SF3B2	1.2775
BRD4	1.2775
C2CD3	1.2775
ZBTB7A	1.2775
WBP11	1.2775
DGCR8	1.2775
TASP1	1.2775
SLF2	1.2775
SCAF4	1.2775
COG6	1.2775
NXN	1.2775
DDX59	1.2775
FRA10AC1	1.2775
EVC2	1.2775
VPS13B	1.2775
ARID2	1.2775
LYST	1.2771
EXTL3	1.2771
UBE3C	1.2757
FASTKD2	1.2757
C1QB	1.275
PIK3CG	1.275
IL1RN	1.2734
ARL3	1.2726
PDE6D	1.2726
CEP104	1.2726
KIAA0586	1.2726
KIAA0753	1.2726
TOPORS	1.2726
PIBF1	1.2726
TOGARAM1	1.2726
KATNIP	1.2726
CBY1	1.2726
B9D1	1.2726
TMEM216	1.2726
AHI1	1.2726
EEFSEC	1.2726
CPLANE1	1.2726
TCTN1	1.2726
TCTN2	1.2726
ARMC9	1.2726
B9D2	1.2726
CEP41	1.2726
CEP120	1.2726
ARL13B	1.2726
TMEM218	1.2726
FAM149B1	1.2726
ITGA8	1.2722
ERCC5	1.2708
LIG3	1.2708
RAB34	1.2707
RSPO2	1.2707
TFAM	1.2706
PRF1	1.2693
COL4A2	1.2679
ITGA2	1.2679
ITGA2B	1.2679
ITGB3	1.2679
NDP	1.2679
AMACR	1.2679
COLGALT1	1.2679
CD109	1.2679
PET100	1.2679
KCNQ2	1.2657
EDA	1.2637
ZFHX3	1.263
MRPL12	1.263
SLC5A5	1.263
TG	1.263
TPO	1.263
WIPI2	1.263
IYD	1.263
DUOXA2	1.263
DSC3	1.2619
PIGF	1.2604
DACT1	1.2604
KMT2B	1.2602
GJC2	1.2602
ATP6V1B2	1.2593
KATNB1	1.2593
SCYL2	1.2593
ERGIC1	1.2593
COL25A1	1.2593
ARNT2	1.258
RIN2	1.258
HPS6	1.258
BCL11A	1.256
ARPC4	1.2538
B4GALT7	1.2538
SIM1	1.2532
THOC2	1.2532
CHKB	1.2531
GABRD	1.2531
PRKCZ	1.2531
TIA1	1.2531
XRCC4	1.2531
LUZP1	1.2531
MMP23B	1.2531
KCNAB2	1.2531
UBE4B	1.2531
PDPN	1.2531
PARS2	1.2531
DCAF8	1.2531
ABHD5	1.2531
CASZ1	1.2531
SMPX	1.2476
ATP8B1	1.2462
HMGA2	1.2462
ABCB11	1.2462
MCCC2	1.2453
COX8A	1.2433
AAAS	1.2433
GMPPA	1.2433
ACVR2B	1.242
MMP21	1.242
PKD1L1	1.242
BCHE	1.2419
LBX1	1.2419
DZIP1L	1.2419
SIX6	1.2378
PAH	1.2378
PPFIBP1	1.2378
DLG5	1.2378
PQBP1	1.2378
MACF1	1.2378
EXOC2	1.2378
SMG9	1.2378
CCDC47	1.2378
JAM3	1.2378
CKAP2L	1.2378
SVBP	1.2378
SLC18A2	1.2356
XPNPEP2	1.2351
WDR83OS	1.2306
PTF1A	1.2306
WNT5A	1.2264
COX15	1.2203
MIPEP	1.2203
CHRNG	1.2186
GALNS	1.2186
NSUN2	1.2186
PRR12	1.2156
MNX1	1.2154
ACTG1	1.2125
KRIT1	1.2125
CST3	1.2125
CYP11B1	1.2125
CYP11B2	1.2125
FGD1	1.2125
GUCY1A1	1.2125
STT3A	1.2125
LIPA	1.2125
MPI	1.2125
NFIA	1.2125
NOS3	1.2125
PIK3C2A	1.2125
SPARC	1.2125
TGFBR3	1.2125
BEST1	1.2125
FZD4	1.2125
PLOD3	1.2125
PDCD10	1.2125
DCDC2	1.2125
ANO1	1.2125
OSGEP	1.2125
RNF213	1.2125
ALX4	1.2125
CCM2	1.2125
ANGPTL6	1.2125
LRRC8C	1.2125
CYP26C1	1.2125
STXBP1	1.2117
COX10	1.2112
DHX9	1.2112
ITPA	1.2112
SLC5A6	1.2112
RNF220	1.2112
CUBN	1.2076
AMN	1.2076
F7	1.2056
F10	1.2056
F13B	1.2056
FGA	1.2056
FGB	1.2056
FGG	1.2056
GGCX	1.2056
LMAN1	1.2056
MAP3K3	1.2056
PLIN1	1.2056
FCGR2C	1.2056
DYRK1B	1.2056
MCFD2	1.2056
RELN	1.2039
SETBP1	1.2039
DNAAF3	1.2039
PIGU	1.199
EPHB4	1.197
PRRX1	1.197
CTSK	1.1908
PLAG1	1.1908
LPIN2	1.1908
CPS1	1.1899
CA2	1.1879
GP9	1.1879
HMOX1	1.1879
HSD3B2	1.1879
KRT18	1.1879
SARS2	1.1879
ITCH	1.1879
BGN	1.1864
FUCA1	1.1864
POGZ	1.1864
RLIM	1.1864
TMCO1	1.1864
PIGO	1.1864
ALAS2	1.1854
QRSL1	1.1848
MRPL44	1.1848
TMEM126A	1.1848
COA5	1.1848
IGHG2	1.1839
IGKC	1.1839
NCF4	1.1839
DDX11	1.1823
GATA1	1.1823
IGF1R	1.1823
LRP2	1.1823
PPP2CA	1.1823
MASP1	1.1823
RPL8	1.1823
RPL9	1.1823
RPL11	1.1823
RPL15	1.1823
RPL18	1.1823
RPL26	1.1823
RPL31	1.1823
RPL35A	1.1823
RPS7	1.1823
RPS10	1.1823
RPS17	1.1823
RPS24	1.1823
RPS27	1.1823
RPS29	1.1823
TFAP2B	1.1823
TIAM1	1.1823
TKT	1.1823
AXIN1	1.1823
MAPKAPK5	1.1823
CDK13	1.1823
FIBP	1.1823
RBM8A	1.1823
CD96	1.1823
STAG1	1.1823
KAT5	1.1823
RPL35	1.1823
MED13L	1.1823
TGDS	1.1823
KDM3B	1.1823
FGFRL1	1.1823
HDAC8	1.1823
TMEM53	1.1823
KAT8	1.1823
TSR2	1.1823
ALKBH8	1.1823
ESCO2	1.1823
TET3	1.1823
SH3PXD2B	1.1823
CTU2	1.1823
MIR17HG	1.1823
SLC38A3	1.1819
INTS1	1.1819
PGAP2	1.1819
DCPS	1.1819
BCAS3	1.1819
SNX14	1.1819
PIGS	1.1819
AFG2A	1.1819
AGT	1.181
AGTR1	1.181
ACE	1.181
REN	1.181
SHPK	1.181
C1R	1.1799
C1S	1.1799
NFKBIL1	1.1799
SLC22A4	1.1799
PSTPIP1	1.1799
CD244	1.1799
LCAT	1.177
LIPC	1.177
NT5E	1.177
CELA2A	1.177
TCOF1	1.1766
SPOP	1.1766
CDC42BPB	1.1766
HIBCH	1.1766
ASCC1	1.1766
FOXP2	1.1766
MED11	1.1766
EIF4A2	1.1752
IRF6	1.1752
MSX1	1.1752
NECTIN1	1.1752
UQCRC2	1.1752
ZNF423	1.1752
TLK2	1.175
CFHR1	1.1742
CFHR3	1.1742
PRKG2	1.1635
NR0B1	1.1628
DPM1	1.1617
CD28	1.1614
TNFRSF1B	1.1614
HARS1	1.1608
PHEX	1.1608
FLVCR1	1.1608
COL17A1	1.1586
EDNRB	1.1586
ELANE	1.1586
KRT5	1.1586
KRT14	1.1586
MITF	1.1586
BCL10	1.1586
COQ8B	1.1586
NLRP12	1.1586
CP	1.158
EIF4G1	1.158
XPR1	1.158
DNAJC13	1.158
GIGYF2	1.158
CHCHD2	1.158
VPS35	1.158
MYORG	1.158
JAM2	1.158
LRRK2	1.158
MAN2B2	1.1577
LEP	1.1557
LEPR	1.1557
MDM2	1.1557
STX3	1.1557
ARPC5	1.1557
TRAF3IP1	1.1557
SEC61A1	1.1557
ZNFX1	1.1557
MYMX	1.1557
AGPAT2	1.1557
KCNQ1OT1	1.1557
TRNT1	1.1557
NBAS	1.1557
MYO18B	1.1557
RIPK1	1.1553
DDRGK1	1.1553
SERPINC1	1.1524
SMAD9	1.1524
THBD	1.1524
EWSR1	1.1517
IGH	1.1517
CFB	1.1489
HOXA13	1.1468
TXNL4A	1.1468
NFE2L2	1.1444
ROBO1	1.1444
NELFA	1.1444
CXCR4	1.1444
UFC1	1.1444
FARSA	1.1382
CARMIL2	1.1382
CD79A	1.1313
CD79B	1.1313
IGHM	1.1313
IGLL1	1.1313
SPI1	1.1313
TCF3	1.1313
BLNK	1.1313
LRRC8A	1.1313
BIRC3	1.1231
CD247	1.1231
CD81	1.1231
GFI1	1.1231
HBG1	1.1231
HBG2	1.1231
IL2RA	1.1231
IL2RB	1.1231
PSMB4	1.1231
SRP19	1.1231
MALT1	1.1231
HS3ST6	1.1231
DNAH5	1.1212
DNAH9	1.1212
EDNRA	1.1212
FOXJ1	1.1212
DRC4	1.1212
GRB10	1.1212
LIG4	1.1212
RPGR	1.1212
SPAG1	1.1212
NME5	1.1212
DNAH11	1.1212
ADAMTS3	1.1212
SEMA3E	1.1212
CCNO	1.1212
TRAF3IP2	1.1212
SIK3	1.1212
ARL2BP	1.1212
DNAAF11	1.1212
IL17RA	1.1212
DNAH1	1.1212
DNAI1	1.1212
STK36	1.1212
NME8	1.1212
ZMYND10	1.1212
HYDIN	1.1212
DNAAF5	1.1212
TTC12	1.1212
CCDC40	1.1212
ODAD2	1.1212
DNAAF2	1.1212
CFAP298	1.1212
DNAI2	1.1212
CLEC7A	1.1212
SPEF2	1.1212
FBXO11	1.1212
ODAD4	1.1212
RSPH3	1.1212
HES7	1.1212
IL17RC	1.1212
CFAP300	1.1212
CFAP74	1.1212
DRC2	1.1212
RSPH1	1.1212
DRC1	1.1212
IL17F	1.1212
LRRC56	1.1212
DNAAF1	1.1212
DNAAF6	1.1212
NEK10	1.1212
DNAAF4	1.1212
CFAP221	1.1212
GAS2L2	1.1212
CCDC39	1.1212
MCIDAS	1.1212
DNAJB13	1.1212
DNAAF19	1.1212
WDR11	1.121
ZSWIM6	1.121
BCL11B	1.121
HLCS	1.1206
C3	1.1202
NAF1	1.1202
THBS2	1.1202
MCM10	1.1202
MIB1	1.1202
GATC	1.1202
DDB2	1.1188
XPA	1.1188
XPC	1.1188
COQ6	1.1188
CLCNKA	1.116
ATXN7	1.116
BSND	1.116
ABCB6	1.116
XPNPEP3	1.116
WNK1	1.116
EDN1	1.1062
ERF	1.1062
GNAI3	1.1062
PLCB4	1.1062
SSR4	1.1062
TRIP11	1.1062
ALOX12B	1.106
SULT2B1	1.106
TGM1	1.106
ALOXE3	1.106
LIPN	1.106
BCL2	1.0991
BCL6	1.0991
UBAP2L	1.0933
ERCC1	1.0912
HNRNPH2	1.0912
KMT2A	1.0912
NPR3	1.0912
CDK10	1.0912
EIF2AK3	1.0912
KDM5B	1.0912
SRCAP	1.0912
QRICH1	1.0912
PIGV	1.0912
WLS	1.0912
ADAT3	1.0912
EBF3	1.0912
ALX3	1.089
FUT8	1.089
H3-3A	1.089
H3-3B	1.089
PAK2	1.089
PAX3	1.089
PCNT	1.089
SIAH1	1.089
CAPN15	1.089
ALX1	1.089
INTU	1.089
RIPK4	1.089
IFT122	1.089
KMT2C	1.089
EFL1	1.089
ZNF668	1.089
FRAS1	1.089
BLTP1	1.089
CEP295	1.089
FREM1	1.089
FLCN	1.089
SMARCA2	1.0888
AASS	1.0888
CFAP45	1.0857
BRWD1	1.0857
DOCK11	1.0857
CFAP52	1.0857
CLN8	1.0843
CAPRIN1	1.0843
PPP2R1A	1.0843
TELO2	1.0843
PLCB1	1.0843
SLC12A5	1.0843
SELENOI	1.0843
PGAP3	1.0843
CHUK	1.0821
HOXD13	1.0821
WNT3	1.0821
CLCN6	1.079
CNTN1	1.079
DCX	1.079
GM2A	1.079
PGM3	1.079
POLR1C	1.079
NPC2	1.079
POLR1D	1.079
POLR1B	1.079
KNSTRN	1.079
RFT1	1.079
CTSD	1.0775
HOXA1	1.0775
TMEM138	1.0775
DHRSX	1.0775
IVNS1ABP	1.0705
COG5	1.0662
GJB2	1.0634
PHKB	1.0634
GNA14	1.0634
GJB6	1.0634
POMP	1.0634
ANTXR2	1.0634
ASS1	1.0625
ADRA2A	1.0606
AQP2	1.0606
AVPR2	1.0606
GNB3	1.0606
KCNJ1	1.0606
MC4R	1.0606
MYO5B	1.0606
PDE4D	1.0606
PLAU	1.0606
RBBP8	1.0606
SLC12A1	1.0606
CLDN1	1.0606
IQCB1	1.0606
MAPRE2	1.0606
CEP164	1.0606
EXOSC2	1.0606
TSPAN12	1.0606
CEP83	1.0606
PHF21A	1.0606
ADAMTSL4	1.0606
RHBDF2	1.0606
SUGCT	1.0606
ZNF408	1.0606
PIGM	1.0606
GLIS3	1.0606
TUBB	1.0606
NPHP4	1.0606
STAC3	1.0597
PLEKHM1	1.0565
CHRNA3	1.0537
CYB561	1.0537
CYP11A1	1.0537
EPHB2	1.0537
LYZ	1.0537
MUC1	1.0537
EDA2R	1.0537
HSD3B7	1.0537
ITK	1.0535
STK4	1.0535
CALCRL	1.0535
CFAP53	1.0535
ACSL4	1.0493
HNRNPU	1.0493
ATP9A	1.0493
TMEM147	1.0493
SUPT16H	1.0493
RTTN	1.0493
SH2B1	1.0493
AUTS2	1.0493
METTL5	1.0493
OCLN	1.0493
PNP	1.0468
EMILIN1	1.0468
COG4	1.0468
EPB41	1.0279
G6PD	1.0279
GYPC	1.0279
MET	1.0279
PTPN2	1.0279
PALLD	1.0279
ANKRD55	1.0279
FERMT3	1.0279
RABL3	1.0279
HK1	1.0275
SAMD9L	1.0275
ADD1	1.0251
APOA4	1.0251
ATP1B1	1.0251
CAPN5	1.0251
COL4A4	1.0251
CYP3A5	1.0251
CYP21A2	1.0251
F9	1.0251
F11	1.0251
G6PC1	1.0251
IL10RA	1.0251
KCNMB1	1.0251
LIPE	1.0251
NR3C2	1.0251
MYH9	1.0251
PDE3A	1.0251
PTGIS	1.0251
RS1	1.0251
TF	1.0251
UMOD	1.0251
GFI1B	1.0251
RGS5	1.0251
TJP2	1.0251
SPRY2	1.0251
KLHL3	1.0251
GREM1	1.0251
NEUROG3	1.0251
HR	1.0251
CIDEC	1.0251
WNK4	1.0251
APOLD1	1.0251
SHARPIN	1.0251
HMCN1	1.0251
ZFYVE19	1.0251
KIF12	1.0251
ATOH7	1.0251
HEXA	1.0236
LFNG	1.0236
ODC1	1.0236
PLCB3	1.0236
CUL7	1.0236
DYNC2I2	1.0236
SCARF2	1.0236
RIPPLY2	1.0236
FREM2	1.0236
IFT80	1.0167
DYNC2H1	1.0167
TRMU	1.0097
STXBP2	1.0057
STX11	1.0057
UNC13D	1.0057
VANGL2	1.0039
ATIC	0.9938
ATP2B1	0.9938
CLCN3	0.9938
CPE	0.9938
CSNK2A1	0.9938
FDFT1	0.9938
FOXC1	0.9938
FRA16E	0.9938
GATA3	0.9938
HSPA9	0.9938
MAF	0.9938
MYH8	0.9938
PRKD1	0.9938
H4C9	0.9938
GNPAT	0.9938
OGT	0.9938
PTCH2	0.9938
MPDZ	0.9938
RECQL4	0.9938
SETD1A	0.9938
SUPT7L	0.9938
AMMECR1	0.9938
FTCD	0.9938
ZDHHC9	0.9938
TBC1D7	0.9938
ANAPC7	0.9938
LARP7	0.9938
SLC25A36	0.9938
ASXL2	0.9938
SOX6	0.9938
FMN2	0.9938
KIF15	0.9938
RPGRIP1	0.9938
UPF3B	0.9938
COL18A1	0.9938
ADAMTS15	0.9938
ZFP57	0.9938
DUSP6	0.9936
GRN	0.9936
ANOS1	0.9936
NPC1	0.9936
TACR3	0.9936
TAF4	0.9936
UBE3A	0.9936
EED	0.9936
FGF17	0.9936
HS6ST1	0.9936
YME1L1	0.9936
PNPLA6	0.9936
FLRT3	0.9936
TMEM106B	0.9936
IL17RD	0.9936
PROK2	0.9936
NDNF	0.9936
SPRY4	0.9936
PPP1R15B	0.9936
ALG2	0.9936
SLC39A13	0.9936
PIGW	0.9936
CCDC141	0.9936
FEZF1	0.9936
AIRE	0.9914
XIAP	0.9914
FASLG	0.9914
DHCR24	0.9914
DIAPH1	0.9914
FGF10	0.9914
NR5A1	0.9914
SH2D1A	0.9914
PAFAH1B1	0.9914
TPP2	0.9914
WNT7B	0.9914
EMG1	0.9914
CRTAP	0.9914
GRIP1	0.9914
SOX18	0.9914
IFT43	0.9914
GFRA1	0.9881
HCK	0.9881
MDFIC	0.9881
CFC1	0.987
ZAP70	0.9845
HYOU1	0.9845
AP3D1	0.981
COL13A1	0.9797
RAPSN	0.9797
STEAP3	0.9753
HAVCR2	0.9753
MTOR	0.969
ELOVL4	0.969
FBXO28	0.969
ALG14	0.969
CXCR2	0.9583
KDR	0.9583
GATB	0.9583
PTPN14	0.9583
KIF3B	0.9583
LMOD1	0.9583
TBX22	0.9583
TRIM33	0.9583
NADSYN1	0.9583
MNS1	0.9583
PRKCD	0.9559
WNT9B	0.9559
GLMN	0.9559
FGF20	0.9559
GREB1L	0.9559
BTD	0.9543
SERPINA1	0.9543
FOXP3	0.9543
KLHL7	0.9543
CHN1	0.9516
CTNND2	0.9516
CYP1B1	0.9516
DARS1	0.9516
EZH2	0.9516
MYOC	0.9516
PLXNA1	0.9516
PPT1	0.9516
PYCR1	0.9516
SC5D	0.9516
MRPS16	0.9516
CLN6	0.9516
CADM3	0.9516
DNAJC5	0.9516
ITGA3	0.9474
RFX5	0.9368
RFXAP	0.9368
H4C5	0.9368
FGF12	0.9323
TRPM3	0.9323
CD40LG	0.927
DKC1	0.927
GCLC	0.927
OSTM1	0.927
ARV1	0.927
SETD2	0.9256
AKT2	0.9106
ADH5	0.8962
CHRNA7	0.8962
DLX5	0.8962
KDSR	0.8962
GHR	0.8962
GJB3	0.8962
KCNN3	0.8962
MSX2	0.8962
CTSA	0.8962
RYR3	0.8962
TULP1	0.8962
SEMA5A	0.8962
PRPF3	0.8962
PTDSS1	0.8962
SUZ12	0.8962
KMT5B	0.8962
KLF13	0.8962
RNF31	0.8962
ZMIZ1	0.8962
DHX37	0.8962
SMOC1	0.8962
SRD5A3	0.8962
ADAMTSL1	0.8962
TWIST2	0.8962
SP7	0.8962
GJB4	0.8962
ARL6IP6	0.8962
MYO5A	0.8948
PAX6	0.8948
ALOX5AP	0.8893
MAP3K1	0.8893
PRKCH	0.8893
VAMP7	0.8893
POLR3F	0.8893
OBSL1	0.8893
CCDC8	0.8893
APOA5	0.8893
BLM	0.8716
GALK1	0.8716
INPPL1	0.8716
MCM4	0.8716
NBN	0.8716
DDR2	0.8716
PEPD	0.8716
SH3BP2	0.8716
COX4I2	0.8716
VMA21	0.8716
CYBA	0.8647
CYBB	0.8647
IL2RG	0.8647
NCF2	0.8647
CYBC1	0.8647
APOA2	0.8607
CYP7A1	0.8607
DHODH	0.8607
EPHX2	0.8607
GALNT3	0.8607
SERPIND1	0.8607
RBP4	0.8607
VEGFC	0.8607
ADIPOQ	0.8607
CELSR1	0.8607
PPP1R17	0.8607
PRDM6	0.8607
GPIHBP1	0.8607
SLC18A3	0.8418
HSD17B4	0.8416
MAB21L1	0.8416
MRE11	0.8416
PCNA	0.8416
RPE65	0.8416
LRAT	0.8416
TTI1	0.8416
SETX	0.8416
ANO10	0.8416
SPATA7	0.8416
SCYL1	0.8416
DHDDS	0.8416
NUS1	0.8416
LCA5	0.8416
LIG1	0.8394
MANBA	0.8394
RAB27A	0.8394
SLC19A1	0.8394
SNAI2	0.8394
TYMS	0.8394
TYR	0.8394
FOXN1	0.8394
AP3B1	0.8394
UNC119	0.8394
ADAMTS2	0.8394
WDR1	0.8394
UBA2	0.8394
POLD3	0.8394
KPTN	0.8394
NLRP1	0.8394
WRAP53	0.8394
NOP10	0.8394
FERMT1	0.8394
NHP2	0.8394
NSMCE3	0.8394
PERP	0.8394
USB1	0.8394
MAGT1	0.8394
TRPV3	0.8394
CASP8	0.8361
LRBA	0.8361
JAK1	0.8361
OAS1	0.8361
RAC2	0.8361
SLC27A4	0.8361
LAT	0.8361
CARD11	0.8361
HPS4	0.8361
MPEG1	0.8361
CD19	0.8325
CD27	0.8325
NCKAP1L	0.8325
IRF8	0.8325
JAK3	0.8325
KITLG	0.8325
NFKBIA	0.8325
PLG	0.8325
RAG1	0.8325
RAG2	0.8325
TFRC	0.8325
TNFRSF13B	0.8325
ICOS	0.8325
TNFRSF13C	0.8325
CYB5A	0.8148
ALAD	0.8117
ERBB4	0.8096
FUS	0.8096
GLE1	0.8096
VAPB	0.8096
GOSR2	0.8096
DNAJB6	0.8096
OPTN	0.8096
CHCHD10	0.8096
AK2	0.8039
RHOH	0.8039
CBLB	0.8039
CD3D	0.8039
CD3E	0.8039
IGSF3	0.8039
IL7R	0.8039
TNFRSF9	0.8039
IRF1	0.8039
PSMB10	0.8039
UNG	0.8039
SOCS1	0.8039
RASGRP1	0.8039
FCHO1	0.8039
TRAC	0.8039
CTNNBL1	0.8039
