gene	sim_score
CUL3	1.4969
SLC37A4	1.4963
LMNB1	1.4962
TUBGCP4	1.4962
TUBGCP6	1.4962
ACADM	1.4961
ACADVL	1.4961
ANK3	1.4961
GCDH	1.4961
ADGRL1	1.4961
PDSS1	1.4961
COL4A1	1.496
DAG1	1.496
RXYLT1	1.496
POMK	1.496
POMGNT2	1.496
B3GALNT2	1.496
TRAPPC9	1.4949
CCDC88A	1.4946
UGP2	1.4943
CTDP1	1.4935
TRAPPC2	1.4931
CACNA1B	1.4931
RAP1GDS1	1.4931
CHST14	1.4927
ALG2	1.4911
LMNB2	1.4905
NUP37	1.4902
C12orf57	1.4878
HIVEP2	1.4863
MDH1	1.4862
EXOSC1	1.4862
QRICH1	1.4856
MUSK	1.4842
NUP88	1.4842
RAPSN	1.4842
ADGRG6	1.4842
DOK7	1.4842
GLDN	1.4842
C2CD3	1.4823
NPHP3	1.4812
ZIC1	1.4806
MAB21L1	1.4802
AFG2B	1.4802
PUS1	1.4799
SMS	1.4775
PIGF	1.4773
DPM2	1.4773
SYNJ1	1.4766
ADAMTS3	1.4761
TPRKB	1.476
YRDC	1.476
DNAJC21	1.476
COL10A1	1.4757
COMP	1.4757
CNTNAP1	1.4754
KIF5C	1.4751
NTNG1	1.4751
IER3IP1	1.4729
EN1	1.4722
TAT	1.4721
TBK1	1.472
CAV1	1.4708
KDM4B	1.4692
TERT	1.4692
OCLN	1.4686
SRPK3	1.4674
THOC2	1.4666
G6PC3	1.4655
FKBP10	1.4652
CCN6	1.4652
ASPM	1.4646
INTS8	1.4637
ALG3	1.4633
SPINT2	1.4628
KIT	1.4627
PRPS1	1.4619
CHRNA1	1.4612
CHRND	1.4612
AHSG	1.4591
ITGB6	1.4591
LSS	1.4591
LRRC8C	1.4591
ARSK	1.4583
DYNC1H1	1.4582
FDFT1	1.4577
RNPC3	1.4547
DGCR6	1.4534
ESS2	1.4534
DGCR2	1.4534
DGCR8	1.4534
BAP1	1.4531
BCAS3	1.4514
POLD1	1.4513
EML1	1.4513
RFT1	1.4513
CERT1	1.4508
WNT3	1.4507
THOC6	1.4472
DDB2	1.4467
MVK	1.4467
XPC	1.4467
AASS	1.4467
RNASEH2A	1.4467
SAMHD1	1.4467
RNASEH2B	1.4467
RNASEH2C	1.4467
LSM11	1.4467
SMCHD1	1.4464
PLG	1.4463
BBS2	1.4459
BBS4	1.4459
MKKS	1.4459
SDCCAG8	1.4459
IFT27	1.4459
TRIM32	1.4459
BBS9	1.4459
SCAPER	1.4459
WDPCP	1.4459
BBS10	1.4459
CEP19	1.4459
BBIP1	1.4459
BBS5	1.4459
SCLT1	1.4459
CFAP418	1.4459
BBS12	1.4459
MARS2	1.4452
PLXND1	1.4448
EDNRA	1.4444
DKC1	1.4437
GABRG2	1.4437
HCN1	1.4437
SRPX2	1.4402
EEF1D	1.4398
CBFB	1.4392
DLL4	1.4392
CENPT	1.4391
DYNC1I2	1.438
STAT5B	1.438
CIT	1.438
WASHC4	1.438
METTL5	1.438
CDK5RAP2	1.438
DHX30	1.4374
EEFSEC	1.4373
ATP1A3	1.4372
PACS1	1.4368
SLC25A46	1.4368
TUBB4A	1.4351
LRRC32	1.434
GJB2	1.4336
PLOD3	1.4335
STAT3	1.4334
NSMCE3	1.4325
PPM1B	1.432
SLC3A1	1.432
CAMKMT	1.432
DSTYK	1.432
NEDD4L	1.431
LMBRD2	1.4297
AP1G1	1.4277
SNIP1	1.426
FRMD4A	1.4234
TP53	1.4226
CIROZ	1.4224
PHIP	1.4224
DDX11	1.4206
SLC6A9	1.4195
FREM1	1.4195
TUBGCP2	1.4188
KDELR2	1.4169
MINPP1	1.4164
PTF1A	1.416
GLUL	1.4159
NSRP1	1.4157
CYFIP2	1.4151
NOTCH1	1.4145
EOGT	1.4145
BCAP31	1.4126
YARS2	1.4126
MARS1	1.4108
SLC25A19	1.4095
MBTPS1	1.4087
ATP1A2	1.4064
CACNA1A	1.4064
CLTC	1.4064
DNM1	1.4064
FGF12	1.4064
GABRA2	1.4064
GABRA5	1.4064
GABRB2	1.4064
GRIN2D	1.4064
KCNA2	1.4064
KCNB1	1.4064
NTRK2	1.4064
SARS1	1.4064
SCN3A	1.4064
SCN8A	1.4064
SLC1A2	1.4064
YWHAG	1.4064
AP3B2	1.4064
CELF2	1.4064
SLC38A3	1.4064
CNKSR2	1.4064
TRAK1	1.4064
NCAPD3	1.4064
SZT2	1.4064
NECAP1	1.4064
FZR1	1.4064
DALRD3	1.4064
UBA5	1.4064
DHDDS	1.4064
MFSD2A	1.4064
NUS1	1.4064
SLC13A5	1.4064
CENPF	1.4055
PSMB8	1.4051
ECEL1	1.4051
DPYS	1.4045
NKAP	1.4029
DPAGT1	1.4021
CCDC32	1.4021
GRIN2A	1.4018
TBC1D23	1.4018
COLEC10	1.4014
CLCF1	1.3999
NPR3	1.3996
KIF1A	1.399
FARSA	1.399
PARN	1.399
MORC2	1.399
ATP11A	1.399
RTEL1	1.399
PAPPA2	1.399
EFL1	1.399
POLR3GL	1.399
DHX9	1.3963
KCNMA1	1.3963
DLX4	1.3954
PLAAT3	1.3928
ASAH1	1.3924
WT1	1.3922
HAAO	1.3922
CYP27B1	1.392
CYP2R1	1.392
SLC34A3	1.392
CTNS	1.3895
COG6	1.3895
TTC21B	1.3891
MN1	1.3877
AGPS	1.3874
EMC1	1.3871
COASY	1.3871
MEN1	1.3869
DCC	1.3854
GEMIN4	1.3843
CUX1	1.3838
SOX5	1.3832
ADA	1.383
RAG1	1.383
RAG2	1.383
SRY	1.3829
PLAGL1	1.3825
HYMAI	1.3825
SPTAN1	1.3821
OTX2	1.3786
SLC12A6	1.3778
PCDHGC4	1.3778
ADAMTSL1	1.3778
BCKDK	1.3778
NR2F1	1.3776
CTC1	1.3771
WDR81	1.3771
ADSL	1.377
HNRNPC	1.377
INTS11	1.377
WRN	1.3766
ALKBH8	1.3762
SSR4	1.3755
MED27	1.3744
KCNK9	1.3743
SOX6	1.3743
ARMC9	1.3743
BNC1	1.3743
FSHR	1.3743
NR5A1	1.3743
KDSR	1.3743
GJB3	1.3743
MSH4	1.3743
MTR	1.3743
BMP15	1.3743
ARPC4	1.3743
SPIDR	1.3743
PSMC3IP	1.3743
MRPS22	1.3743
ZSWIM7	1.3743
GJB4	1.3743
POLR3H	1.3743
FIGLA	1.3743
GH1	1.3728
NHS	1.3693
NFKBIA	1.3693
NHEJ1	1.3684
TYMS	1.3667
AAAS	1.3667
TINF2	1.3667
RBM28	1.3667
NOP10	1.3667
NHP2	1.3667
ALS2	1.3667
TRAPPC11	1.3667
NMNAT1	1.3653
BDNF	1.3647
PAX6	1.3647
COLEC11	1.3638
KCNE5	1.3636
PAPSS2	1.3625
ADARB1	1.36
HYAL1	1.3587
PROKR2	1.3587
CHD5	1.3577
B2M	1.3575
LOXL3	1.3573
TAFAZZIN	1.3543
PRORP	1.3535
FLVCR2	1.3535
TTI1	1.3525
AQP4	1.3515
ASPA	1.3515
CACNA1E	1.3515
EIF2B1	1.3515
LAMB1	1.3515
STX4	1.3515
SYN1	1.3515
TBL1X	1.3515
MLC1	1.3515
GPRC5B	1.3515
FBXW7	1.3515
L2HGDH	1.3515
ZBTB42	1.3515
CDK6	1.3514
DIAPH1	1.3514
PHC1	1.3514
MCM7	1.3514
TAF13	1.3514
TRAPPC10	1.3514
PPFIBP1	1.3514
COPB2	1.3514
CEP135	1.3514
NCAPD2	1.3514
PDCD6IP	1.3514
FARSB	1.3514
TRAPPC14	1.3514
MCPH1	1.3514
CEP63	1.3514
SASS6	1.3514
POLG	1.3499
KCNJ11	1.3497
ABCC8	1.3497
CRADD	1.3478
TNPO2	1.3475
RARS2	1.3475
CAPN15	1.3468
PIGU	1.3468
POLR3B	1.3459
HACE1	1.3459
SLC9A6	1.3455
KIF26A	1.3445
CPE	1.3435
STRA6	1.3433
CHD2	1.3427
AP2M1	1.3427
SLC6A1	1.3427
UFSP2	1.342
PNPLA2	1.342
MAP3K20	1.3394
ARL13B	1.3374
TMEM218	1.3374
GLIS3	1.3373
ZNF462	1.3371
CTSD	1.3369
WDR37	1.3369
DDX59	1.3364
PLA2G6	1.3357
HCFC1	1.3353
UBR7	1.3347
PHOX2A	1.333
FGF9	1.333
FERMT1	1.333
COL25A1	1.333
WASF1	1.3327
BMP1	1.3327
MICU1	1.3322
SEPTIN9	1.3321
GABRA3	1.3312
RNF168	1.3303
ZMYM3	1.3302
ABCA12	1.3301
LMBR1	1.3301
SLC5A5	1.3297
TSHB	1.3297
IYD	1.3297
DUOXA2	1.3297
PIGH	1.3294
EXOSC9	1.3294
SHMT2	1.3294
DNM1L	1.3294
PPP2R1A	1.3283
RUSC2	1.3283
PISD	1.3277
ALG1	1.326
SLC9A7	1.3244
LTBP2	1.3222
ABCD1	1.3213
COX8A	1.3212
CNOT2	1.3197
CPT2	1.3196
PHF8	1.3196
NARS2	1.3196
MED25	1.3196
TENT5A	1.3192
VPS51	1.319
SCAF4	1.319
C1R	1.3185
COL6A2	1.3185
TTN	1.3185
SELENON	1.3185
SLC35B2	1.3185
LGI3	1.3184
IL2RA	1.3174
RNF216	1.3166
CAPRIN1	1.3162
WNK3	1.3162
SPR	1.3157
PCNA	1.3152
SDHA	1.3152
KIF1C	1.3152
MAN2B2	1.3152
SELENOI	1.3152
AGO2	1.315
SCNM1	1.315
VCP	1.3148
NTRK1	1.3146
U2AF2	1.3139
AEBP1	1.3133
SF3B2	1.3133
IL2RG	1.3128
PRUNE1	1.3119
SLC17A5	1.3118
TERC	1.3116
PTPN22	1.3116
SBDS	1.3116
TRMT1	1.3113
KRT5	1.3096
SYT2	1.3092
HNRNPA1	1.3091
ENPP1	1.3091
HEPHL1	1.3064
ACTA1	1.3062
COL6A1	1.3062
NEB	1.3062
TPM3	1.3062
KLHL41	1.3062
PYROXD1	1.3062
OGDHL	1.3057
SHROOM4	1.3056
IRF6	1.3047
REV3L	1.3033
ATP9A	1.3028
RSPH9	1.3016
RSPH4A	1.3016
DMP1	1.2973
GK	1.2972
KLF1	1.2972
VIPAS39	1.2971
MCOLN1	1.296
BRAT1	1.2958
TRIM33	1.2954
SGMS2	1.2948
MRPS25	1.2937
PI4K2A	1.2936
ATP6AP2	1.2917
ATP5F1D	1.2905
MT-ATP6	1.2905
EIF3F	1.2905
SDHAF1	1.2905
DHPS	1.2904
TMEM260	1.2902
HTT	1.29
NDN	1.2899
ARL3	1.2885
PRDM13	1.2872
MYH7	1.2862
EXOSC2	1.2856
PGM3	1.2851
HIC1	1.2843
FOS	1.2836
PPARG	1.2836
GFM2	1.2828
PKHD1	1.2826
DZIP1L	1.2826
SUPT7L	1.2818
MMACHC	1.2818
TIMM50	1.2804
NPM1	1.2794
MTRR	1.2781
AIMP2	1.2772
HPDL	1.2772
FARS2	1.2763
EXOSC3	1.2763
DSG1	1.2724
GLYCTK	1.2724
KRT14	1.2717
FTSJ1	1.2716
SLC35A3	1.2711
QARS1	1.2711
RHOA	1.2689
DPP9	1.2673
ALG11	1.2663
HNRNPA2B1	1.2635
SLC1A4	1.2624
MYPN	1.2621
KBTBD13	1.2621
FHL1	1.2613
HTRA2	1.2607
SIX1	1.2602
ALDH3A2	1.2601
ATM	1.2601
CHKA	1.2601
CYB5A	1.2601
DPP6	1.2601
HMGB3	1.2601
MSMO1	1.2601
SNAPC4	1.2601
NKX2-1	1.2601
SUCLA2	1.2601
GINS1	1.2601
RAD50	1.2601
DOLK	1.2601
ACD	1.2601
ROGDI	1.2601
SETD1B	1.2591
COPB1	1.2589
DENND5A	1.2566
STIM1	1.2533
MMP9	1.2524
ACVR1	1.2521
ALG6	1.2521
EFEMP1	1.2504
AHCY	1.2456
KARS1	1.2456
ELOVL4	1.2456
SV2A	1.2456
SLC30A9	1.2456
IBA57	1.2456
ITGB4	1.2452
COL12A1	1.2445
ITGA7	1.2445
MYL2	1.2445
HACD1	1.2445
GCSH	1.2445
ALOX12B	1.2435
ALOXE3	1.2435
ANAPC1	1.2435
LRBA	1.242
SLC25A12	1.2416
MYL11	1.2415
IFITM5	1.2415
COX15	1.2409
WNT4	1.2407
ALG14	1.2382
TALDO1	1.2374
NSMF	1.2366
ATP5F1A	1.2354
ATP5F1E	1.2354
EPRS1	1.2354
GOT2	1.2354
KCNA4	1.2354
MCM4	1.2354
MT-ATP8	1.2354
MT-ND1	1.2354
TOP3A	1.2354
MANF	1.2354
CLPP	1.2354
IQSEC1	1.2354
MLYCD	1.2354
INPP5K	1.2354
ATP5MK	1.2354
TRAPPC6B	1.2354
C2orf69	1.2354
NAT8L	1.2354
MSTO1	1.2347
GDF6	1.2331
MAP1B	1.233
NARS1	1.233
VRK1	1.2323
PPP1R13L	1.231
KCNK4	1.2295
SPINK5	1.2278
EPB41	1.2276
GYPC	1.2276
LYN	1.2276
SPTA1	1.2276
SPTB	1.2276
SEC31A	1.2267
SPTLC1	1.2266
UBA1	1.2249
CEP55	1.2249
AP3B1	1.2249
ACTA2	1.2246
FOXE3	1.2246
LOX	1.2246
MAT2A	1.2246
MYH11	1.2246
MYLK	1.2246
PRKG1	1.2246
MFAP5	1.2246
HEY2	1.2246
THSD4	1.2246
ENTPD1	1.2208
COX11	1.2208
DGUOK	1.2208
NDUFS8	1.2208
CEP104	1.2203
KDM5B	1.2203
ZNF423	1.2203
CBY1	1.2203
TMEM138	1.2203
AHI1	1.2203
CEP41	1.2203
PPP1R21	1.2203
POLR2A	1.2199
PDHX	1.2199
MPDU1	1.2199
MRAP	1.2186
IL7R	1.2171
DCLRE1C	1.2171
EDAR	1.2169
EDARADD	1.2169
HS6ST1	1.2166
SLC35A1	1.2151
MALT1	1.2149
MRPS14	1.2146
TMEM147	1.2145
MED12L	1.2145
FOXA2	1.2143
SKIC2	1.2126
PUS3	1.2124
ECE1	1.2117
SNAI2	1.2115
PRDX1	1.2113
NCAPH	1.2113
GPT2	1.2113
CLDN16	1.2112
CTLA4	1.2097
WRAP53	1.2092
MYBPC1	1.2085
SIGMAR1	1.2076
C1S	1.2072
PGM1	1.2072
PIEZO1	1.2072
CPSF3	1.2067
NACC1	1.2067
METTL23	1.2047
TPR	1.2034
EXOC2	1.2028
ZNF526	1.2028
HDAC9	1.202
SPG11	1.2019
CACNA1G	1.2019
DCPS	1.2019
DNAAF4	1.2019
CNTN1	1.2012
UBA2	1.2012
SLC6A17	1.2008
SEPSECS	1.2007
TSEN34	1.2007
TSEN2	1.2007
TSEN15	1.2007
DNAI1	1.1984
BSCL2	1.1981
PLOD2	1.1974
COL13A1	1.1973
AGRN	1.1973
H4C11	1.1961
TRIP4	1.196
TSHR	1.1949
TMEM38B	1.1949
CCDC134	1.1949
RET	1.1944
SFRP4	1.1941
ERGIC1	1.1941
AGPAT2	1.1923
ACADS	1.1905
CYB5R3	1.1905
FRA16E	1.1905
NDUFA8	1.1905
POLH	1.1905
POLR3K	1.1905
VPS11	1.1905
ST3GAL5	1.1901
VPS37A	1.1901
NUDT2	1.1899
FOXE1	1.1893
SOX3	1.1893
BRCC3	1.1893
CLIC2	1.1887
GET4	1.1886
CFTR	1.188
FCGR2A	1.188
LGI4	1.1855
CAMSAP1	1.1851
UQCC2	1.1838
ORAI1	1.1835
ERBB3	1.1824
ARFGEF2	1.1811
FOXL2	1.1798
PLXNA1	1.1798
KAT5	1.1798
DUSP6	1.1793
TACR3	1.1793
FGF17	1.1793
PROK2	1.1793
SPRY4	1.1793
DLX3	1.1788
CHAT	1.1765
MYO9A	1.1765
SNAP25	1.1765
VAMP1	1.1765
SLC5A7	1.1765
FUS	1.1751
PTS	1.1751
BTK	1.1728
SEC61A1	1.1728
STUB1	1.1718
ATG7	1.1718
CIITA	1.1715
MOGS	1.1707
NEK8	1.1702
NTNG2	1.17
DBR1	1.1692
MCM5	1.1685
TCF3	1.1669
FKBP14	1.1666
AMFR	1.1658
DCX	1.1658
ITPA	1.1658
KIF2A	1.1658
MT-ND2	1.1658
MT-ND3	1.1658
NDUFA1	1.1658
NDUFA6	1.1658
NDUFB3	1.1658
NDUFB9	1.1658
NDUFB10	1.1658
NDUFS1	1.1658
NDUFS2	1.1658
NDUFS3	1.1658
NDUFS6	1.1658
NDUFV2	1.1658
TUFM	1.1658
LIAS	1.1658
NDUFAF4	1.1658
NDUFAF1	1.1658
PCDH12	1.1658
TIMMDC1	1.1658
UFM1	1.1658
FOXRED1	1.1658
TMEM126B	1.1658
MFF	1.1658
COQ9	1.1658
ELAC2	1.1658
NDUFAF5	1.1658
NUBPL	1.1658
TMEM163	1.1658
ISCA1	1.1658
GFM1	1.1658
YIF1B	1.1658
NDUFAF2	1.1658
NDUFA11	1.1658
NADK2	1.1658
STT3B	1.1658
NSUN6	1.1658
NDUFAF8	1.1658
NDUFS7	1.1658
PET100	1.1658
RARB	1.1632
TTC5	1.1619
SLC31A1	1.1619
DNAH9	1.1615
FOXJ1	1.1615
DNAAF5	1.1615
ODAD4	1.1615
NEK10	1.1615
CCDC39	1.1615
WIPI2	1.1609
CHST11	1.1609
ARHGEF9	1.1609
RFXAP	1.1582
NDST1	1.1577
MRE11	1.1577
HNF1B	1.1577
COX5A	1.1571
PDE11A	1.1559
HFE	1.1557
NLRP1	1.1548
RIGI	1.1542
SAMD9	1.1542
GNPTG	1.1542
GGCX	1.1538
ITGA3	1.1533
TSPEAR	1.1533
CYP26C1	1.1504
UBTF	1.1504
NUP54	1.1504
NIPA1	1.1492
ATIC	1.1486
PSMB10	1.1469
MEF2C	1.1462
SLCO2A1	1.1459
ALG8	1.1453
GRIN2B	1.1446
CHMP1A	1.1446
AGO1	1.1444
SYT1	1.1442
IGFALS	1.1437
ABCD4	1.1437
TG	1.1421
TPO	1.1421
DUOX2	1.1421
OGT	1.1418
ARHGEF2	1.1418
RAB11B	1.1418
CWF19L1	1.1418
KISS1R	1.1411
STAT4	1.1396
COL6A3	1.1383
SPEG	1.1383
FBXW11	1.1383
LMOD3	1.1383
CBS	1.1374
SOX10	1.137
IQCB1	1.1362
HLA-DRB1	1.1356
CDH1	1.1356
PMPCA	1.1329
PDHB	1.1329
PDZD8	1.1327
SGSH	1.1325
COX4I2	1.1325
HGSNAT	1.1325
STAT6	1.1284
IFNGR1	1.1269
FOXF1	1.1268
GNRH1	1.1243
GNRHR	1.1243
KISS1	1.1243
NHLH2	1.1243
TAC3	1.1243
GCK	1.1242
INS	1.1242
PDX1	1.1242
RALGAPA1	1.1222
SPARC	1.122
UROS	1.122
MCM3AP	1.122
RRM2B	1.122
KLHL15	1.1215
KCNQ2	1.12
AIMP1	1.12
EXOSC8	1.12
AGTPBP1	1.12
ATP10A	1.12
SLC12A5	1.12
HMOX1	1.1196
MIF	1.1196
SLC9A3	1.1196
BNC2	1.1196
SCNN1A	1.1192
SCNN1B	1.1192
SCNN1G	1.1192
SLC5A6	1.117
SIN3B	1.1152
CD247	1.1148
IL2RB	1.1148
PTPN2	1.1148
ANKRD55	1.1148
PAX7	1.1136
PRRX1	1.1136
BCL11B	1.1136
ZNF341	1.1136
CDSN	1.1134
RSRC1	1.1116
TEFM	1.1116
PHYH	1.1108
LYSET	1.1102
KLHL7	1.1101
GRIK2	1.1095
LAMB2	1.1095
SNUPN	1.1095
SCARB2	1.1077
PGM2L1	1.1076
MSX1	1.1042
DOCK8	1.1032
MPL	1.1026
SLC26A4	1.1026
THPO	1.1026
PAX8	1.1026
CYBC1	1.1026
PSMB4	1.1013
NKX6-2	1.0991
GMPPB	1.0977
PLVAP	1.0971
ATN1	1.0967
BCORL1	1.0967
POLG2	1.0958
ACO2	1.0953
AUH	1.0953
DLD	1.0953
FDXR	1.0953
FTH1	1.0953
GALK1	1.0953
HMGCL	1.0953
HPD	1.0953
SP110	1.0953
LTC4S	1.0953
NDUFA2	1.0953
NSF	1.0953
UQCRC2	1.0953
NUP214	1.0953
FZD4	1.0953
DEGS1	1.0953
MED17	1.0953
PMPCB	1.0953
PLCB1	1.0953
HIKESHI	1.0953
CRLS1	1.0953
TRIT1	1.0953
CNNM2	1.0953
PNPO	1.0953
CFC1	1.0953
VARS2	1.0953
KCNT1	1.0953
NSUN3	1.0953
CARS2	1.0953
YIPF5	1.0953
SERAC1	1.0953
MICOS13	1.0953
NAGS	1.0953
ACSF3	1.0953
EXOC7	1.0952
CFL2	1.0943
TNNT1	1.0933
ZIC3	1.0909
SBF1	1.0905
CEP85L	1.0887
SOX18	1.0882
CDH23	1.088
IRF4	1.0877
ABAT	1.0858
KIF5A	1.0848
IGHMBP2	1.0846
NR4A2	1.0846
TBR1	1.0846
LRP1	1.0845
NAA20	1.0841
HS6ST2	1.0841
POLD3	1.0826
KDM3B	1.0816
PHLDB1	1.0798
LHX1	1.0779
LAMA3	1.0761
UGDH	1.0753
TANC2	1.0753
TDP2	1.0753
EXOC8	1.0753
CHAMP1	1.0753
TMEM222	1.073
MDM2	1.0729
DYNLT2B	1.07
PDE3A	1.0683
ADAMTS17	1.0683
MECOM	1.0672
WNT10B	1.0672
SUOX	1.0666
TUBG1	1.0666
RRP7A	1.0666
TRAPPC4	1.0666
ADAM22	1.0666
NIPA2	1.0666
MTSS2	1.0666
ENG	1.066
TRAPPC12	1.064
TMTC3	1.064
RIC1	1.062
COG3	1.062
DDC	1.0619
MYF5	1.0605
ATP2B1	1.0594
CYP26B1	1.0594
WARS2	1.0583
DLAT	1.058
EIF2AK2	1.058
SLC18A2	1.058
ADPRS	1.058
BMS1	1.0576
LAMA2	1.0573
COL5A2	1.0544
SCN9A	1.0544
FRMPD4	1.0539
STEEP1	1.0537
AR	1.0536
CCND1	1.0536
FLNC	1.0523
ATP7B	1.052
MMP14	1.0518
RALA	1.0514
ELMO2	1.0503
IRF1	1.0501
CEACAM3	1.0491
GCLC	1.0491
GSTM3	1.0491
KCNN4	1.0491
CEACAM6	1.0491
SERPINA1	1.0491
SLC11A1	1.0491
SLC6A14	1.0491
CLCA4	1.0491
DCTN4	1.0491
SLC26A9	1.0491
CDH3	1.049
KRT10	1.049
CHCHD10	1.049
TCEAL1	1.0455
RBL2	1.0453
FBXO31	1.0453
DNAH5	1.0443
DRC4	1.0443
RPGR	1.0443
SPAG1	1.0443
NME5	1.0443
DNAH11	1.0443
CCNO	1.0443
DNAAF11	1.0443
DNAH1	1.0443
STK36	1.0443
NME8	1.0443
ZMYND10	1.0443
HYDIN	1.0443
TTC12	1.0443
CCDC40	1.0443
ODAD2	1.0443
DNAAF2	1.0443
CFAP298	1.0443
DNAI2	1.0443
SPEF2	1.0443
DNAL1	1.0443
RSPH3	1.0443
CFAP300	1.0443
CFAP74	1.0443
DRC2	1.0443
RSPH1	1.0443
DRC1	1.0443
ODAD1	1.0443
LRRC56	1.0443
ODAD3	1.0443
DNAAF1	1.0443
DNAAF6	1.0443
CFAP221	1.0443
GAS2L2	1.0443
MCIDAS	1.0443
DNAAF3	1.0443
DNAJB13	1.0443
DNAAF19	1.0443
AP1B1	1.0433
GLA	1.0433
MT-TS1	1.0433
PKP1	1.0433
SULT2B1	1.0433
TGM1	1.0433
GRHL2	1.0433
SDR9C7	1.0433
CYP4F22	1.0433
CERS3	1.0433
PNPLA1	1.0433
NIPAL4	1.0433
TRAF3IP1	1.0418
HMBS	1.0406
NDUFAF6	1.0381
TBXAS1	1.0376
PLEKHM1	1.0376
EDEM3	1.0366
GRIA2	1.0332
HSPD1	1.0332
NDUFC2	1.0332
RARS1	1.0332
TAF2	1.0332
VPS13D	1.0332
DHTKD1	1.0332
SAMD9L	1.0332
GABBR1	1.0332
DOCK11	1.033
C4B	1.0327
CR2	1.0327
ELANE	1.0327
HLA-DPA1	1.0327
HLA-DPB1	1.0327
CFI	1.0327
IGHM	1.0327
IKBKB	1.0327
NFKB2	1.0327
PNP	1.0327
PRTN3	1.0327
RAC2	1.0327
RFX5	1.0327
SPI1	1.0327
FOXN1	1.0327
RFXANK	1.0327
SH3KBP1	1.0327
IL21R	1.0327
IRF2BP2	1.0327
PNPT1	1.0315
MT-CO1	1.0315
MT-CO3	1.0315
FGF23	1.0315
ABHD5	1.0315
FOXC2	1.027
HMX1	1.027
ANAPC7	1.027
FOXI3	1.027
TYMP	1.0264
RINT1	1.0235
KAT8	1.0227
IVNS1ABP	1.0221
GNAI1	1.0221
EDN3	1.021
EDNRB	1.021
PBX1	1.021
NR3C1	1.0175
USP8	1.0175
VPS13A	1.0175
NFU1	1.0175
USP48	1.0175
ALDOA	1.0154
PAX2	1.0154
CTSA	1.0154
SMAD6	1.0153
LARS2	1.0146
MEGF10	1.0141
EMC10	1.0125
UNC45A	1.0123
GUCY2D	1.0083
SLC4A2	1.0083
ATP8B1	1.0068
STAT1	1.0068
DSP	1.0059
JUP	1.0059
LAMB3	1.0059
LAMC2	1.0059
IL21	1.0059
NOD2	1.0059
NOVA2	1.0044
HLA-B	1.0037
COQ4	1.0008
FAM111B	1.0008
HGD	1.0005
NF2	1.0005
PDGFB	1.0005
TAF8	1.0003
YY1AP1	0.9982
FUZ	0.998
VANGL1	0.998
KDF1	0.9961
BTNL2	0.9955
DLG3	0.9929
NGF	0.9929
PSMC3	0.9929
SH3BP2	0.9929
ADAMTSL4	0.9929
SIX5	0.9929
ANOS1	0.9923
SEMA3A	0.9923
FLRT3	0.9923
IL17RD	0.9923
NDNF	0.9923
CCDC141	0.9923
FEZF1	0.9923
DDHD2	0.9917
LMBRD1	0.9917
UMPS	0.991
NAB2	0.9883
NAGLU	0.9879
SH3TC2	0.9876
ITGA8	0.9871
TTC7A	0.9849
HINT1	0.9846
HOXA13	0.9846
MET	0.9846
PPOX	0.9846
PRG4	0.9846
SVIL	0.9842
TBC1D2B	0.9842
NAA80	0.9842
RETREG1	0.9842
WNK1	0.9842
KLHL40	0.9842
ANO5	0.9842
ABCC6	0.9819
MEFV	0.9819
TK2	0.9819
SQSTM1	0.9819
SLC25A21	0.9819
DLG4	0.9761
CIC	0.9761
AGT	0.9754
AGTR1	0.9754
CHKB	0.9754
CNP	0.9754
ACE	0.9754
HSD17B10	0.9754
PDE2A	0.9754
QDPR	0.9754
REN	0.9754
RNASET2	0.9754
AP3D1	0.9754
PLPBP	0.9754
COG2	0.9754
WDFY3	0.9754
ZBTB11	0.9754
MPC1	0.9754
CC2D1A	0.9754
PIDD1	0.9754
SLC30A10	0.9754
MRPS34	0.9754
ACBD5	0.9754
MGME1	0.9754
TANGO2	0.9754
LDHD	0.9754
PHACTR1	0.9754
MT-TL2	0.9751
SLC1A3	0.9751
DST	0.9736
COL7A1	0.9736
COL17A1	0.9736
MMP1	0.9736
GNAS-AS1	0.9717
SYK	0.9716
ANXA11	0.9701
TWNK	0.9701
NOTCH2NLC	0.9701
GARS1	0.9665
CPOX	0.966
CD79A	0.9625
CD79B	0.9625
IGLL1	0.9625
NCF2	0.9625
MAMLD1	0.9625
BLNK	0.9625
LRRC8A	0.9625
CHRM3	0.9611
PRNP	0.9611
SLC2A2	0.9594
UBE3C	0.9594
PRX	0.9577
CYP11B1	0.9549
LEPR	0.9549
CARMIL2	0.9549
AVP	0.9537
CHRNE	0.952
COLQ	0.952
ABCA2	0.9507
ACADSB	0.9507
ADD3	0.9507
ATP5PO	0.9507
SLC25A20	0.9507
DHFR	0.9507
GLS	0.9507
HNMT	0.9507
KCNN2	0.9507
PCK1	0.9507
PCK2	0.9507
PPT1	0.9507
PSMB1	0.9507
TUSC3	0.9507
EOMES	0.9507
SGPL1	0.9507
MED23	0.9507
ZNF592	0.9507
GNB5	0.9507
SNF8	0.9507
USP18	0.9507
TSPAN12	0.9507
TXN2	0.9507
PTPN23	0.9507
NBEA	0.9507
TPK1	0.9507
VPS4A	0.9507
TMX2	0.9507
TRAPPC2L	0.9507
UPB1	0.9507
VPS50	0.9507
WDR45B	0.9507
NAPB	0.9507
PLEKHG2	0.9507
MBOAT7	0.9507
