gene	sim_score
CPT1A	1.2819
MCM4	1.2792
NFKBIA	1.2792
AKR1D1	1.2792
SLC17A5	1.2792
RINT1	1.2792
KDM6B	1.2778
PLA2G4A	1.2766
LPL	1.2759
HRAS	1.2752
VANGL2	1.2752
COL9A2	1.2746
APC2	1.2726
PTPN3	1.2688
ROS1	1.2688
NCKAP1L	1.2668
HEPHL1	1.266
ACTG2	1.2631
CACNA1D	1.2628
CLCN2	1.2628
F7	1.2628
F9	1.2628
F13A1	1.2628
F13B	1.2628
GGCX	1.2628
LMAN1	1.2628
MCFD2	1.2628
SLC51A	1.2625
AK2	1.2608
GBE1	1.2606
ABCA3	1.2594
UNC45B	1.2594
LYZ	1.2591
JAG1	1.2584
KMT2B	1.2584
MLXIPL	1.2584
PODXL	1.2573
DNAJC6	1.2573
ATP13A2	1.2573
IGF2	1.2567
TRAPPC11	1.2567
NUP85	1.2557
SHARPIN	1.2551
SI	1.2516
TBX19	1.2495
PPARG	1.2492
NR0B1	1.2483
NDUFA6	1.2475
PEX10	1.2475
PEX14	1.2475
PEX19	1.2475
PEX3	1.2475
PEX16	1.2475
HYOU1	1.2475
ABHD5	1.2475
PEX26	1.2475
GRM1	1.2469
NEUROD1	1.2446
PAX4	1.2446
KLF11	1.2446
APPL1	1.2446
GUCY1A1	1.2446
NDUFS4	1.2446
CYBA	1.2431
CYBB	1.2431
MCTS1	1.2431
MT-ATP6	1.2429
MYRF	1.2419
GSN	1.2419
ANTXR2	1.241
COL4A2	1.2401
DHPS	1.2401
STT3A	1.2401
NDP	1.2401
RBM10	1.2401
BRCC3	1.2401
MARS2	1.2401
PET100	1.2401
GPI	1.2367
RPGRIP1L	1.2367
HAMP	1.2367
ARHGEF1	1.2358
BLOC1S6	1.2358
SLC34A3	1.2353
CASP8	1.2326
FCHO1	1.2326
SLC39A4	1.2326
MTHFR	1.2318
GINS1	1.2318
SLC18A2	1.231
ATR	1.2281
FUT8	1.2281
PRKACB	1.2281
SHOC2	1.2281
RAI1	1.2281
FOXP2	1.2281
PYGM	1.2245
NAGA	1.2234
PABPN1	1.2231
XK	1.2226
SLC30A10	1.2226
LRIF1	1.2222
PBX1	1.2217
AASS	1.2217
ALX4	1.2217
CD36	1.2202
IKZF5	1.2202
CD27	1.2202
CD70	1.2202
PTPRC	1.2202
EVC	1.2194
FLII	1.2194
GLI1	1.2194
GNB1	1.2194
LEPR	1.2194
NFE2L2	1.2194
DEAF1	1.2194
IQSEC2	1.2194
EVC2	1.2194
VPS13B	1.2194
BUB1	1.2178
BUB1B	1.2178
BUB3	1.2178
APOLD1	1.2162
AHCY	1.2151
HADH	1.2151
FSHR	1.2133
HELLS	1.2129
HSPA9	1.2129
LAMC2	1.2129
CRIPT	1.2129
ZBTB24	1.2129
PACS2	1.2129
UHRF1	1.2129
CDCA7	1.2129
SFXN4	1.2129
F11	1.2125
ARX	1.2119
STX5	1.2114
HNRNPA2B1	1.2105
NAGLU	1.2091
DLD	1.2083
ATP6AP2	1.2083
SLC25A15	1.2083
AGR2	1.2083
ARF1	1.204
LAMB2	1.204
MAP1B	1.204
MTAP	1.204
EMILIN1	1.204
TMTC3	1.204
ACADVL	1.2038
NFIA	1.2009
UBA2	1.2009
ETHE1	1.2009
KIF20A	1.2009
ATP5F1D	1.1991
ATP5F1E	1.1991
MT-ATP8	1.1991
ATP5MK	1.1991
DMXL2	1.1988
ABCB11	1.1988
COL4A1	1.1976
NFATC2	1.1957
CCN2	1.1941
SLC26A2	1.1941
ECE1	1.1941
FMR1	1.1941
MMP2	1.1941
MYH3	1.1941
ALDH18A1	1.1941
TBX6	1.1941
STX16	1.1941
CHST3	1.1941
WASHC5	1.1941
DLL3	1.1941
RNU4-2	1.1941
PORCN	1.1941
PIGY	1.1941
MESP2	1.1941
PLVAP	1.1937
DCLRE1B	1.1935
NSMCE3	1.1927
KRIT1	1.191
AXIN1	1.191
HTRA2	1.1906
LCAT	1.1901
TNFRSF4	1.1901
EPHB4	1.1893
FIBP	1.189
ALG3	1.189
FERMT1	1.1856
COL11A1	1.1854
COL11A2	1.1854
EDN3	1.1854
HYAL1	1.1854
LMNB1	1.1854
ANKH	1.1854
SLC4A2	1.1854
ZBTB20	1.1854
IL10RA	1.1848
GCH1	1.1807
BCS1L	1.1804
CSNK2A1	1.1802
LEP	1.1802
MPDU1	1.1802
NAA80	1.1793
GK	1.1777
NPHS1	1.1777
NUP133	1.1777
NUP107	1.1777
NUP37	1.1777
MFN2	1.1774
BPGM	1.176
ADK	1.1759
LRPPRC	1.1759
IL21R	1.1759
MICOS13	1.1759
PDGFRB	1.1727
CP	1.1725
ABCB6	1.1714
PHF21A	1.1714
CARS2	1.1714
DKK1	1.1701
HPRT1	1.17
SUCLA2	1.17
MDM2	1.1686
RAD50	1.1686
FTCD	1.1664
IMPDH2	1.1652
MRPS7	1.1618
LIG1	1.161
DMPK	1.1606
AUH	1.1599
ABCB4	1.1596
ITPA	1.1573
DNAJC3	1.1523
SLC5A2	1.1523
ALG6	1.1515
ERBB2	1.1514
CACNA1C	1.1503
CRKL	1.1503
FGFR3	1.1503
SALL1	1.1503
SCN1A	1.1503
ZMYM2	1.1503
NSDHL	1.1503
DPH5	1.1503
DPYSL5	1.1503
LEMD2	1.1503
TF	1.1481
THSD1	1.1472
FHL1	1.1462
CRLF1	1.1462
ZNF687	1.146
CLCN5	1.1458
EHHADH	1.1458
GATM	1.1458
SLC34A1	1.1458
WNT1	1.1458
DCC	1.1438
DNA2	1.1438
SYNE1	1.1438
FILIP1	1.1438
PKDCC	1.1438
KIF7	1.1438
HPDL	1.1425
CDKL5	1.1416
TBCD	1.1416
ADNP	1.1416
BNC2	1.1416
TBX20	1.1414
ATP13A3	1.1414
IL1R1	1.1372
IRX5	1.1353
CAV3	1.1349
DYSF	1.1349
SLC25A26	1.1349
STUB1	1.1339
TUBA8	1.1337
ETFA	1.1336
ETFB	1.1336
ETFDH	1.1336
PSMC1	1.1322
CAD	1.1309
PNPO	1.1309
HADHA	1.1279
CD3G	1.1272
FECH	1.126
SLC11A2	1.126
NDUFB7	1.1248
GATB	1.1248
QRSL1	1.1248
GATC	1.1248
PYGL	1.1233
CD19	1.122
TNFRSF9	1.122
NPC1	1.122
PSMB9	1.122
AP3D1	1.122
NPC2	1.122
POLD3	1.122
TNFRSF13B	1.122
ICOS	1.122
TNFRSF13C	1.122
CELA2A	1.1218
BIN1	1.1162
GJB2	1.1162
GJB6	1.1162
FADD	1.1119
CCNO	1.1088
TNFRSF11B	1.1074
PLAG1	1.1074
MSMO1	1.1074
TRAPPC2	1.1074
CLDN16	1.1074
GRHL2	1.1074
DGCR6	1.107
ESS2	1.107
DGCR2	1.107
DGCR8	1.107
MAFB	1.1047
SLC32A1	1.1024
ATP11C	1.1015
GREM1	1.1007
PIEZO2	1.1
MT-TE	1.0994
PKD2	1.0994
ZC4H2	1.0987
NEXMIF	1.0987
UQCRH	1.0985
CAMK2B	1.0983
DSG1	1.0983
GATA3	1.0983
PRKDC	1.0983
TOM1	1.0983
TTI2	1.0983
SPRED1	1.0983
TBX5	1.0947
CCN6	1.0919
FAM13A	1.0911
SFTPA1	1.0911
TRMU	1.0903
CYCS	1.0871
TUBB1	1.0871
APP	1.0829
BMS1	1.0829
PDCD10	1.0829
TSPAN12	1.0829
ZNF408	1.0829
CCM2	1.0829
CYP26C1	1.0829
SNORD118	1.0829
PRNP	1.077
MTMR14	1.077
CSF3R	1.0754
OAS1	1.0754
IKZF3	1.0754
BACH2	1.0754
ALPK1	1.0754
CARD11	1.0754
PIGM	1.0754
CXCR4	1.0746
RANBP2	1.0741
ATOH7	1.0741
ALOX12B	1.0724
PLP1	1.0724
SULT2B1	1.0724
TGM1	1.0724
DACT1	1.0724
UBR7	1.0724
ALOXE3	1.0724
LIPN	1.0724
PPT1	1.0709
H4C9	1.0709
PRKAG2	1.0698
COL6A1	1.0683
KRT17	1.0683
SPTLC1	1.0683
LRP12	1.0683
SSR4	1.0679
UBE2A	1.0679
LDLR	1.067
PCSK9	1.067
GNPTG	1.0659
PNPT1	1.0645
ABCB7	1.0643
RPL13	1.0643
SDR9C7	1.0636
ASPRV1	1.0636
NIPAL4	1.0636
MYF6	1.0633
MCM10	1.0622
TIMM8A	1.0621
ITGB2	1.0621
KRT9	1.0621
SGCG	1.0621
ZNF341	1.0621
KL	1.0598
SLC9A6	1.0595
VPS13C	1.0595
IKBKB	1.0591
NUP214	1.0591
SH3KBP1	1.0591
SERAC1	1.0591
NAXE	1.058
NFS1	1.0579
IL17RA	1.0579
IRAK4	1.0579
GSS	1.0557
STK4	1.0557
LDLRAP1	1.0533
MLYCD	1.0522
STS	1.0517
CDSN	1.0517
LAMTOR2	1.0517
JAGN1	1.0517
NKX3-2	1.0508
ACSL4	1.0504
KCNE5	1.0504
CYB5R3	1.0501
TOP3A	1.0499
MNX1	1.049
GCGR	1.0426
NARS2	1.0416
GJC2	1.04
CDH2	1.0369
SMCHD1	1.0369
COL9A3	1.0367
SEPTIN9	1.0367
SOST	1.0367
TRPV4	1.0367
C2	1.0363
CAPN5	1.0363
CST3	1.0363
MAP3K3	1.0363
TGFBR3	1.0363
BEST1	1.0363
ANGPTL6	1.0363
HSD17B10	1.0334
CD40	1.0281
UNG	1.0281
AICDA	1.0281
CARD9	1.0281
PHKA1	1.0278
PHKG1	1.0278
COX6B1	1.0266
ESR1	1.0266
KRT6A	1.0254
KRT6B	1.0254
KRT16	1.0254
SLC25A21	1.0251
LYRM7	1.0251
POLR2A	1.0245
NOTCH2NLC	1.0245
CACNA2D1	1.0221
DPP6	1.0221
JUP	1.0221
TSPYL1	1.0221
EGFR	1.0213
ADAM17	1.0213
GABRG2	1.0207
IGHMBP2	1.0207
KCNC3	1.0207
SCN8A	1.0207
DDHD2	1.0207
DSTYK	1.0207
POLR3B	1.0207
ALS2	1.0207
ARHGDIA	1.0205
COL4A3	1.0205
EMP2	1.0205
MYO1E	1.0205
PTPRO	1.0205
TRPC6	1.0205
NPHS2	1.0205
APOL1	1.0205
NUP93	1.0205
MAGI2	1.0205
AVIL	1.0205
NUP205	1.0205
NUP160	1.0205
DAAM2	1.0205
CD2AP	1.0205
KANK2	1.0205
GAPVD1	1.0205
PLCE1	1.0205
ANKFY1	1.0205
ANLN	1.0205
TBC1D8B	1.0205
INF2	1.0205
COQ8B	1.0205
ARHGAP24	1.0205
CRB2	1.0205
KCNT1	1.0195
CBLB	1.0179
GDNF	1.0179
NRTN	1.0179
SEMA3C	1.0179
ATL1	1.0179
SEMA3D	1.0179
MUC1	1.0142
REN	1.0142
ACAD8	1.0142
IREB2	1.0128
RELB	1.0125
SERPINC1	1.0113
EMD	1.0112
YIPF5	1.011
COX16	1.0102
IL37	1.0092
CARD10	1.0092
DDX41	1.0092
ATIC	1.0001
DUT	0.995
RNF6	0.9942
DLEC1	0.9942
IFT57	0.9929
WNT3A	0.9885
MEF2A	0.9874
RNF43	0.9869
RS1	0.986
HMCN1	0.986
SLC1A4	0.9844
CACNA1G	0.9844
KPNA3	0.984
PNPLA8	0.984
NEB	0.9829
KLHL41	0.9829
KBTBD13	0.9829
SPTAN1	0.9815
COL4A6	0.9787
NOS1	0.9787
PKD1	0.9775
GANAB	0.9775
ALG5	0.9775
DNAJB11	0.9775
RRAGD	0.9775
BICC1	0.9775
CYP17A1	0.9763
COQ7	0.9763
GHSR	0.9749
SPG11	0.9692
DLK1	0.9685
MEG3	0.9685
RTL1	0.9685
SIGMAR1	0.9678
ACSF3	0.9678
CYB561	0.9676
NTHL1	0.9648
NUTM1	0.9648
SERPING1	0.959
CCR6	0.959
FRG1	0.959
LRP1	0.959
TGFBI	0.959
DEPDC5	0.959
DUX4L1	0.959
TRPM4	0.959
HS3ST6	0.959
DUX4	0.959
COL9A1	0.9588
MATN3	0.9588
MMP13	0.9588
MSTO1	0.9588
ZFTA	0.953
NGF	0.9502
PMP22	0.9502
VANGL1	0.9502
ANO5	0.9502
PLG	0.9498
UNC119	0.9498
SETX	0.9498
NAXD	0.9498
BCL11B	0.9498
KNSTRN	0.9498
SLC4A4	0.9496
HTRA1	0.9452
UFSP2	0.945
PIGF	0.9428
CLCF1	0.9428
GABBR1	0.9414
TRANK1	0.9414
FCGR3A	0.9411
IL6R	0.9411
SGPL1	0.9411
SLC5A6	0.9411
TMEM147	0.9411
ICOSLG	0.9411
TDP2	0.9411
FBXW7	0.9411
FNIP1	0.9411
SYNE2	0.9371
TMEM43	0.9371
ZNRF3	0.9371
DGAT1	0.9358
SHQ1	0.9311
GUF1	0.9311
TFE3	0.9293
PRLR	0.9255
MRPS2	0.9196
SH3TC2	0.9196
LRP6	0.9151
SLC20A2	0.9151
GMPPB	0.9151
NIPA1	0.9151
COA3	0.9149
ARSA	0.9092
SLC44A1	0.9092
CLCN1	0.9087
MEOX1	0.9087
SVIL	0.9087
MYOT	0.9087
GDF3	0.9087
POMT1	0.9087
FKRP	0.9087
RNASEH1	0.9087
GDF6	0.9087
CRPPA	0.9087
ATXN3	0.9073
GOSR2	0.9073
DNAJB6	0.9073
KY	0.9073
CD59	0.907
SLC25A10	0.907
COL13A1	0.9064
LRIG2	0.9064
RETREG1	0.9064
HPSE2	0.9064
MGME1	0.9064
RHOH	0.9032
BMPR2	0.9032
SERPIND1	0.9032
IL7	0.9032
CXCR2	0.9032
KCNK3	0.9032
KNG1	0.9032
SLC27A4	0.9032
KIF5A	0.9014
COG2	0.8981
BAX	0.8945
CD4	0.8945
CD8A	0.8945
MS4A1	0.8945
CEBPA	0.8945
CLN3	0.8945
CLN5	0.8945
CTPS1	0.8945
FLT3	0.8945
LPP	0.8945
MPO	0.8945
MSN	0.8945
RPA1	0.8945
SH3GL1	0.8945
TAL1	0.8945
TAL2	0.8945
TYK2	0.8945
MLLT10	0.8945
EPX	0.8945
PICALM	0.8945
MBD4	0.8945
MAP3K14	0.8945
HAX1	0.8945
CORO1A	0.8945
ARHGAP26	0.8945
CHIC2	0.8945
TBX21	0.8945
CCDC91	0.8945
MRTFA	0.8945
SPPL2A	0.8945
ERMAP	0.8945
KRT74	0.8945
KLHDC8B	0.8945
HSPB8	0.8932
PRKRA	0.8918
IARS1	0.8905
IDS	0.8905
VPS11	0.8905
SLC39A14	0.8795
KLKB1	0.8789
VKORC1	0.8789
ANO6	0.8789
COL12A1	0.8758
COPB1	0.8758
TIMM50	0.8758
HARS1	0.8694
FLVCR1	0.8694
COQ6	0.8694
DPM3	0.8694
ADAMTS19	0.8694
COL10A1	0.8692
COMP	0.8692
CHST11	0.8692
FUZ	0.8648
NEFL	0.8635
EIF2AK2	0.8635
ATXN8OS	0.8635
TBP	0.8635
TH	0.8635
TSPOAP1	0.8635
NOP56	0.8635
ERLIN2	0.8635
FA2H	0.8635
HS6ST2	0.8635
ATXN8	0.8635
APRT	0.8606
GUCY2C	0.8606
LDHA	0.8606
MME	0.8606
ZEB1	0.8606
SPTLC2	0.8606
CARD8	0.8606
ATL3	0.8606
OPLAH	0.8606
AK1	0.8605
EPO	0.8605
GPX1	0.8605
GSR	0.8605
HBD	0.8605
CLPX	0.8605
NT5C3A	0.8605
SLC25A38	0.8605
TMPRSS6	0.8605
RAD54B	0.8516
KLHL24	0.8511
HSPD1	0.8498
RNF170	0.848
COG7	0.8474
KHK	0.8464
BCAM	0.8464
B3GALNT1	0.8464
A4GALT	0.8464
EGLN1	0.8464
RSRC1	0.8357
CALM3	0.8256
DTNA	0.8256
GYS1	0.8256
PKP2	0.8256
FHOD3	0.8256
DHCR24	0.8237
GNS	0.8237
GUSB	0.8237
HSD17B4	0.8237
INPPL1	0.8237
KCNH1	0.8237
KCNN3	0.8237
PEX7	0.8237
PIK3C2A	0.8237
IFT172	0.8237
AFF4	0.8237
MKS1	0.8237
WDR35	0.8237
IFT56	0.8237
SUMF1	0.8237
FGF13	0.8191
HMGCR	0.8191
KCNE3	0.8191
DNAL4	0.8191
POPDC1	0.8191
PPA2	0.8191
DDIT3	0.8177
MCM6	0.8177
SPG7	0.8177
TRU-TCA1-1	0.8177
TREH	0.8177
SLC2A9	0.8177
SLC22A12	0.8177
DNMT1	0.8168
EYA4	0.8168
GGT1	0.8168
ISL1	0.8168
MYO1H	0.8168
SNX14	0.8113
NODAL	0.8105
TWIST1	0.8105
LTBP4	0.8105
OFD1	0.8105
TCTN3	0.8105
CDON	0.8105
RAB23	0.8105
FGFRL1	0.8105
PPP2R3C	0.8105
CEP290	0.8105
RERE	0.8072
GABRD	0.8072
PRKCZ	0.8072
SKI	0.8072
LUZP1	0.8072
MMP23B	0.8072
KCNAB2	0.8072
UBE4B	0.8072
PDPN	0.8072
SPEN	0.8072
CASZ1	0.8072
TACSTD2	0.8015
SFRP4	0.8015
VWA1	0.8015
LOXL3	0.8015
SLC25A42	0.8015
DVL1	0.792
ERCC1	0.792
GALNS	0.792
LTBP3	0.792
PLAGL1	0.792
CD96	0.792
TOGARAM1	0.792
WDR83OS	0.792
TMEM70	0.792
IFT122	0.792
HYMAI	0.792
VSX1	0.7878
SGSH	0.7846
CCDC47	0.7846
HGSNAT	0.7846
TFAP2A	0.7764
PLXND1	0.7764
RSPRY1	0.7764
NEK9	0.7764
ANK2	0.7753
CALM1	0.7753
CALM2	0.7753
CASQ2	0.7753
DSC2	0.7753
GNAI2	0.7753
KCND3	0.7753
KCNH2	0.7753
LAMP2	0.7753
MYL3	0.7753
RYR2	0.7753
SLC4A3	0.7753
SNTA1	0.7753
CACNA1H	0.7753
NOS1AP	0.7753
HCN4	0.7753
AKAP9	0.7753
TRDN	0.7753
GPD1L	0.7753
SACS	0.7753
MYOZ2	0.7753
FLAD1	0.7753
FRMD5	0.7753
MYLK2	0.7753
ALG10B	0.7753
TECRL	0.7753
RTN2	0.7739
TBXT	0.7739
ZFYVE26	0.7739
ATXN10	0.7739
UBAP1	0.7739
GBA2	0.7739
CFAP43	0.7739
MEGF8	0.7714
CTSA	0.7694
NPHP3	0.7694
EIF5A	0.7624
ROR2	0.7624
WNT5A	0.7624
B3GLCT	0.7624
BBS12	0.7624
TAPT1	0.7624
BBS1	0.7596
BBS2	0.7596
BBS4	0.7596
MKKS	0.7596
SDCCAG8	0.7596
IFT27	0.7596
BBS9	0.7596
SCAPER	0.7596
WDPCP	0.7596
LZTFL1	0.7596
BBS7	0.7596
BBS10	0.7596
IFT74	0.7596
ARL6	0.7596
CEP19	0.7596
BBIP1	0.7596
IFT43	0.7596
TTC8	0.7596
BBS5	0.7596
SCLT1	0.7596
CFAP418	0.7596
BMPER	0.7596
GABRA1	0.7577
MAT1A	0.7577
JRK	0.7577
SELENBP1	0.7577
CYP2A6	0.7458
CYP2C9	0.7458
HRG	0.7458
SRP72	0.7458
TPMT	0.7458
RAD54L	0.7458
ZCCHC8	0.7458
SBF1	0.744
POLR1D	0.7372
GH1	0.7352
DPF2	0.7352
SMARCA4	0.7352
SMARCC2	0.7352
SMARCD1	0.7352
SOX4	0.7352
SOX11	0.7352
USP9X	0.7352
KDM5C	0.7352
ARID1A	0.7352
LONP1	0.7352
KIAA0753	0.7352
ARID1B	0.7352
SPRTN	0.7352
ARID2	0.7352
SUCLG1	0.7141
PTRH2	0.7141
FAM111B	0.7141
FLNB	0.7131
CDC45	0.7131
CHD6	0.7131
AMPD1	0.712
AMPD3	0.712
ATP2A1	0.712
CASQ1	0.712
COL8A2	0.712
ENO3	0.712
CHST6	0.712
PGAM2	0.712
SPAST	0.712
NPRL3	0.712
TRPA1	0.712
TBX18	0.712
NTN1	0.712
ERLIN1	0.712
NPRL2	0.712
SLC26A1	0.712
REEP2	0.712
ASPN	0.712
MOCOS	0.712
OVOL2	0.712
OPA3	0.712
SLC4A11	0.712
MLIP	0.712
HOGA1	0.712
AGBL1	0.712
CCDC78	0.712
MIEF2	0.712
AGPAT2	0.7066
DHRSX	0.7066
DHCR7	0.7026
CSPP1	0.7026
GLIS3	0.7026
NDUFS3	0.7003
NDUFAF4	0.7003
IER3IP1	0.696
CCDC32	0.6934
KPTN	0.6902
GDF1	0.6894
RELN	0.6894
KATNB1	0.6894
TMEM216	0.6894
STRA6	0.6894
TMEM231	0.6894
HYLS1	0.6894
ACADS	0.6816
PCYT1A	0.6816
HNF1B	0.6816
PNPLA6	0.6816
FOS	0.6749
KCNQ1OT1	0.6749
SLC25A19	0.6749
AGL	0.6709
TRIM37	0.6709
PUS7	0.6709
NDUFB11	0.6709
ATAD3A	0.6709
MRPS22	0.6707
CAPN1	0.6681
CHRNA2	0.6681
CHRNA4	0.6681
CHRNB2	0.6681
CRH	0.6681
GABRB3	0.6681
GLDC	0.6681
HINT1	0.6681
CCL2	0.6681
AP5Z1	0.6681
DMGDH	0.6681
PRDM8	0.6681
COQ8A	0.6681
CABP4	0.6681
SLC25A32	0.6681
CPT1C	0.6681
FITM2	0.6681
SERPINA1	0.6635
INPP5E	0.6635
HOXD13	0.6572
SLC16A2	0.6572
SLC39A8	0.6572
FLT4	0.6553
EXOC2	0.6533
B9D2	0.6533
TMEM107	0.6533
ACTG1	0.6515
CHRNG	0.6515
DDX3X	0.6515
DVL3	0.6515
DYRK1A	0.6515
FGF8	0.6515
FZD2	0.6515
GAS1	0.6515
GHR	0.6515
GJA1	0.6515
GLI3	0.6515
BRF1	0.6515
HNRNPK	0.6515
LFNG	0.6515
LIFR	0.6515
LTBP1	0.6515
MAF	0.6515
KMT2A	0.6515
NONO	0.6515
DDR2	0.6515
PAX1	0.6515
POLA1	0.6515
POR	0.6515
PPP1CB	0.6515
MASP1	0.6515
PTCH1	0.6515
RAC1	0.6515
RPL10	0.6515
RPS6KA3	0.6515
SHH	0.6515
STIL	0.6515
SIX3	0.6515
SMARCA2	0.6515
SOX9	0.6515
TAF4	0.6515
MAP3K7	0.6515
CRIPTO	0.6515
TGIF1	0.6515
SLC35A2	0.6515
ZIC2	0.6515
PCGF2	0.6515
BRPF1	0.6515
SMC1A	0.6515
H4C5	0.6515
GNPAT	0.6515
BANF1	0.6515
FOXH1	0.6515
SMC3	0.6515
TRIP11	0.6515
TBX4	0.6515
HS2ST1	0.6515
HDAC4	0.6515
PTDSS1	0.6515
CUL7	0.6515
UBAP2L	0.6515
GPC6	0.6515
PQBP1	0.6515
SF3B4	0.6515
STAG1	0.6515
TRAIP	0.6515
SEC23A	0.6515
STAG2	0.6515
SRCAP	0.6515
PLCH1	0.6515
POGZ	0.6515
FBXO28	0.6515
OBSL1	0.6515
MED13L	0.6515
TGDS	0.6515
KAT6B	0.6515
POLR1A	0.6515
RTTN	0.6515
B3GAT3	0.6515
DLL1	0.6515
CCDC22	0.6515
SLC25A24	0.6515
BICRA	0.6515
PAM16	0.6515
MBTPS2	0.6515
UFC1	0.6515
KDM3B	0.6515
TMCO1	0.6515
QRICH1	0.6515
ASXL2	0.6515
VPS53	0.6515
MCTP2	0.6515
CSGALNACT1	0.6515
HDAC8	0.6515
SMG9	0.6515
ZMIZ1	0.6515
SMOC1	0.6515
NXN	0.6515
NMNAT1	0.6515
EHMT1	0.6515
FBXO11	0.6515
ADAMTS10	0.6515
CCDC8	0.6515
HES7	0.6515
PPP1R15B	0.6515
DISP1	0.6515
ERI1	0.6515
CCNQ	0.6515
ADAT3	0.6515
RIPPLY2	0.6515
AMER1	0.6515
SH3PXD2B	0.6515
MYMK	0.6515
DNAH9	0.6503
FOXJ1	0.6503
DNAAF5	0.6503
ODAD4	0.6503
CIROZ	0.6503
NEK10	0.6503
CCDC39	0.6503
RUNX2	0.6428
CHRNA1	0.6428
CHRND	0.6428
GRIN1	0.6428
H3-3B	0.6428
KCNJ6	0.6428
LSS	0.6428
MUSK	0.6428
PDE4D	0.6428
PDHA1	0.6428
TAF1	0.6428
MKRN3	0.6428
CUL4B	0.6428
CDK10	0.6428
SETD1A	0.6428
EBP	0.6428
WDR4	0.6428
TLK2	0.6428
SATB2	0.6428
ORC6	0.6428
RAB3GAP2	0.6428
RMP64	0.6428
AUTS2	0.6428
ANKRD17	0.6428
RBMX	0.6428
GMNN	0.6428
PIGP	0.6428
MAGEL2	0.6428
P4HTM	0.6428
DYM	0.6428
WDR11	0.6428
ASXL3	0.6428
TRIM8	0.6428
WDR73	0.6428
TRMT10A	0.6428
DOK7	0.6428
KCTD1	0.6413
SLC9A3	0.6385
TOMM7	0.6385
DYNC2I1	0.6385
IFT80	0.6385
DYNC2H1	0.6385
DYNC2I2	0.6385
MRE11	0.6351
ELP1	0.6351
TELO2	0.6351
PIGS	0.6348
PPP1R21	0.6348
ACOX1	0.6318
ARL13B	0.6318
YME1L1	0.6247
GEMIN4	0.6247
PAK2	0.6192
COL18A1	0.6192
TCOF1	0.6161
POLR1C	0.6161
POLR1B	0.6161
ITPR1	0.6141
SLC5A5	0.6141
KYNU	0.6141
BCAP31	0.6141
CNOT1	0.6141
PARS2	0.6141
INTU	0.6141
CEP120	0.6141
IYD	0.6141
DUOXA2	0.6141
CLCN3	0.6124
DDX6	0.6124
EZH2	0.6124
GJA8	0.6124
PIK3R2	0.6124
SCN2A	0.6124
EED	0.6124
PIGN	0.6124
RNF125	0.6124
SETD5	0.6124
SCAF4	0.6124
WDR26	0.6124
SHANK3	0.6124
VMA22	0.6122
ZIC3	0.6038
DDB1	0.6036
IRF6	0.6036
CLTCL1	0.6036
RNF13	0.6036
NFASC	0.6036
TBC1D7	0.6036
SLC4A10	0.6036
PGM2L1	0.6036
CENPE	0.6012
CTNND2	0.6012
DDC	0.6012
DHODH	0.6012
DPH1	0.6012
DPH2	0.6012
DUSP6	0.6012
FDFT1	0.6012
FGD1	0.6012
GPX4	0.6012
HNRNPH2	0.6012
IGF1R	0.6012
ANOS1	0.6012
PRKG2	0.6012
RBBP8	0.6012
TACR3	0.6012
CDK13	0.6012
DCHS1	0.6012
FGF17	0.6012
SEMA5A	0.6012
HS6ST1	0.6012
SEMA3A	0.6012
EMG1	0.6012
B4GALT7	0.6012
NUP188	0.6012
FLRT3	0.6012
OTUD6B	0.6012
WBP11	0.6012
RIPK4	0.6012
IL17RD	0.6012
BCAS3	0.6012
EXOSC5	0.6012
DHX37	0.6012
PROK2	0.6012
NDNF	0.6012
SPRY4	0.6012
MYO18B	0.6012
TWIST2	0.6012
SP7	0.6012
CANT1	0.6012
CKAP2L	0.6012
SCUBE3	0.6012
CCDC141	0.6012
FEZF1	0.6012
DPYD	0.5999
EFNB1	0.5999
EYA1	0.5999
HNRNPH1	0.5999
MYOD1	0.5999
NRCAM	0.5999
NUP88	0.5999
ORC4	0.5999
PPP3CA	0.5999
SET	0.5999
NR2F1	0.5999
WNT7A	0.5999
TUBA1A	0.5999
AIMP2	0.5999
AP1S2	0.5999
AIFM1	0.5999
ADGRG1	0.5999
EIF4A3	0.5999
COLEC10	0.5999
RAB3GAP1	0.5999
SPART	0.5999
SLC35D1	0.5999
CAMTA1	0.5999
SRPX2	0.5999
PYCR2	0.5999
PSAT1	0.5999
IFT52	0.5999
KIF21A	0.5999
GATAD2B	0.5999
GNPNAT1	0.5999
COLEC11	0.5999
CENPT	0.5999
TBC1D20	0.5999
NALCN	0.5999
UNC80	0.5999
GLDN	0.5999
CEACAM3	0.5994
EDNRA	0.5994
GSTM3	0.5994
CEACAM6	0.5994
SLC11A1	0.5994
SLC6A14	0.5994
CLCA4	0.5994
DCTN4	0.5994
SLC26A9	0.5994
SLC2A2	0.593
TKT	0.593
SLC38A3	0.593
MRPS28	0.593
DHDDS	0.593
SPIN4	0.5855
GUCY2D	0.5792
MT-ND2	0.5792
MT-ND3	0.5792
NDUFA1	0.5792
NDUFB3	0.5792
NDUFB9	0.5792
NDUFB10	0.5792
NDUFS1	0.5792
NDUFS2	0.5792
NDUFV1	0.5792
NDUFS6	0.5792
NDUFS8	0.5792
NDUFV2	0.5792
TUFM	0.5792
NDUFAF3	0.5792
